account   age,merchant,amount
2,M348934600,10.69
1,M349281107,50.7
3,M1823072687,46.09
1,M1823072687,15.65
1,M348934600,26.4
2,M85975013,38.31
1,M1823072687,26.49
3,M1823072687,42.94
3,M348934600,16.57
5,M1053599405,4.48
5,M1913465890,85.74
4,M1823072687,47.95
3,M1823072687,21.95
6,M348934600,18.37
2,M1823072687,27.85
3,M1823072687,8.8
1,M1823072687,31.35
2,M1823072687,17.44
5,M1823072687,40.66
5,M1823072687,18.96
3,M1823072687,85.74
2,M980657600,85.74
5,M980657600,85.74
1,M1823072687,37.25
3,M1823072687,28.88
2,M1823072687,34.45
2,M348934600,21.98
3,M1823072687,33.19
4,M1053599405,85.74
4,M1913465890,68.29
2,M1823072687,7.28
2,M1823072687,8.58
3,M348934600,25.99
1,M1823072687,63.66
1,M348934600,0.82
2,M1823072687,65.21
1,M1823072687,77.3
2,M1823072687,39.42
4,M1823072687,30.86
4,M1823072687,62.83
2,M1823072687,17.69
3,M348934600,33.22
1,M1823072687,26.41
4,M1823072687,45.57
2,M1823072687,19.45
5,M348934600,39.76
2,M1823072687,65.74
4,M85975013,42.54
2,M348934600,28.44
1,M348934600,38.71
2,M348934600,7.91
2,M1823072687,37.18
1,M1823072687,6.65
2,M1823072687,42.44
2,M1823072687,19.86
2,M348934600,30.36
5,M1400236507,7.73
3,M348934600,37.27
2,M1823072687,54.73
1,M348934600,38.43
1,M1823072687,11.96
3,M1823072687,26.34
3,M348934600,47.06
3,M1823072687,5.34
3,M85975013,5.98
4,M348934600,21.85
5,M85975013,67.54
2,M85975013,9.21
1,M348934600,3.14
3,M1823072687,54.07
3,M348934600,42.78
6,M348934600,31.24
2,M348934600,6.55
3,M1823072687,39.8
3,M1823072687,13.74
5,M1823072687,15.57
4,M85975013,22.07
2,M1823072687,30.87
5,M1823072687,3.95
3,M348934600,13.44
4,M1823072687,18.22
2,M348934600,0.97
5,M1823072687,39.12
5,M348934600,8.95
4,M348934600,33.31
4,M348934600,33
3,M1823072687,58.73
2,M348934600,3.95
1,M1823072687,60.69
2,M348934600,1.49
4,M1823072687,25.88
2,M1823072687,27.23
4,M1823072687,41.03
4,M1823072687,7.64
3,M1823072687,3.04
1,M348934600,46.68
1,M1823072687,24.36
6,M209847108,6.21
2,M1823072687,4.5
3,M1053599405,85.74
3,M1913465890,10.38
4,M85975013,17.85
4,M480139044,85.74
2,M348934600,17.5
3,M1823072687,9.54
4,M1823072687,18.07
6,M1823072687,8.49
2,M348934600,35.88
1,M1823072687,15.97
4,M1823072687,24.61
2,M348934600,26.21
3,M348934600,27.17
1,M1823072687,1.76
2,M1823072687,31.9
4,M348934600,37.72
5,M1823072687,33.5
2,M348934600,27.23
2,M348934600,10.29
4,M348934600,42.29
5,M1823072687,12.52
4,M1823072687,2.49
5,M1823072687,5.29
4,M1823072687,29.61
5,M348934600,44.07
4,M1823072687,10.87
2,M348934600,47.13
3,M85975013,59.25
1,M1823072687,35.15
2,M1823072687,2.23
2,M1823072687,30.08
2,M85975013,29.7
3,M1823072687,7.35
1,M1823072687,29.37
3,M1823072687,0.61
2,M480139044,85.74
3,M480139044,85.74
5,M348934600,20.93
3,M1823072687,0.44
1,M348934600,41.48
5,M1823072687,51.5
2,M1823072687,66.56
2,M348934600,51.02
2,M1823072687,19.23
2,M1823072687,12.81
2,M1823072687,44.93
3,M1823072687,8.91
4,M348934600,22.2
3,M348934600,30.43
3,M1823072687,7.09
3,M348934600,11.43
5,M1823072687,21.82
3,M1823072687,39.98
2,M348934600,9.35
3,M1823072687,15.66
4,M1823072687,22.62
3,M1823072687,3.79
4,M1823072687,2.46
3,M840466850,8.61
4,M840466850,85.74
4,M348934600,8.35
6,M1823072687,4.45
1,M348934600,22.8
4,M1823072687,59.51
3,M1823072687,6.87
2,M1888755466,85.74
3,M85975013,64.45
1,M1823072687,15.53
4,M980657600,85.74
4,M933210764,18.46
1,M1823072687,63.51
2,M1823072687,27.63
5,M1823072687,24.96
2,M348934600,44.63
2,M1823072687,0.84
6,M348934600,10.58
4,M348934600,35.36
1,M1946091778,85.74
4,M1823072687,19.46
4,M348934600,26.58
2,M1823072687,7.5
3,M1823072687,28.37
5,M348934600,11.78
2,M1823072687,4.83
1,M1823072687,32.94
3,M348934600,49.14
3,M1823072687,57.26
6,M1823072687,85.74
3,M1823072687,6.45
2,M349281107,85.74
3,M85975013,15.03
4,M348934600,30.96
4,M1535107174,70.19
4,M1198415165,0.72
2,M1823072687,42.89
2,M1823072687,34.64
3,M348934600,24.5
2,M1823072687,37.36
2,M1823072687,2.44
1,M1823072687,35.15
6,M348934600,67.33
2,M348934600,12.57
4,M1823072687,32.31
3,M348934600,21.73
2,M348934600,47.68
2,M348934600,60.91
2,M348934600,22.09
2,M1823072687,26.84
2,M732195782,85.74
3,M732195782,85.74
5,M348934600,7.4
3,M348934600,39.42
4,M348934600,0.15
2,M1823072687,41.75
2,M1823072687,26.96
3,M348934600,32.79
5,M348934600,24.7
1,M85975013,33.83
2,M348934600,27.56
2,M1823072687,27.5
6,M348934600,19.11
1,M348934600,35.16
4,M1823072687,4.96
2,M1823072687,14.18
0,M1823072687,42.01
2,M1823072687,62.06
3,M1823072687,53.71
5,M1823072687,23.48
2,M1823072687,53.89
4,M1823072687,6.42
2,M348934600,8.19
4,M1823072687,12.34
5,M1823072687,16.11
5,M1823072687,17.98
3,M1823072687,38.71
2,M1823072687,26.57
5,M1823072687,11.87
4,M348934600,5.13
1,M1823072687,17.79
2,M1823072687,1.43
2,M348934600,29.43
3,M1823072687,25.15
3,M1823072687,42.01
2,M85975013,2.23
3,M1823072687,5.44
2,M1823072687,15.92
4,M1823072687,11.63
5,M1823072687,45.77
2,M348934600,34.34
2,M1823072687,16.19
3,M1823072687,3.5
3,M1823072687,19.19
2,M1823072687,20.03
4,M1053599405,46.79
2,M1823072687,42.42
2,M348934600,2.47
2,M1823072687,41.36
6,M151143676,1.01
1,M1823072687,39.12
1,M85975013,53.27
4,M348934600,9.26
4,M1823072687,3.02
5,M1823072687,4.31
3,M1823072687,32.49
3,M348934600,26.67
2,M348934600,66.25
4,M85975013,20.63
2,M348934600,43.31
3,M1823072687,39.6
5,M1823072687,21.01
4,M348934600,26.42
4,M45060432,4.81
4,M348934600,13.54
3,M348934600,56.36
4,M1823072687,41.92
3,M348934600,37.75
4,M1823072687,25.07
5,M348934600,74.64
4,M209847108,85.74
1,M1823072687,50.28
2,M1823072687,22.21
2,M1823072687,21.25
4,M1823072687,23.3
2,M348934600,16.35
2,M1823072687,48.12
3,M1823072687,13.84
5,M1823072687,30.48
4,M348934600,36.44
2,M1823072687,40.56
5,M1823072687,1.78
5,M348934600,7.96
3,M348934600,37.39
3,M348934600,53.89
6,M348934600,45.27
2,M1823072687,35.73
3,M1823072687,29.84
4,M348934600,14.72
4,M348934600,16.95
5,M1823072687,66.03
3,M348934600,8.16
5,M1823072687,13.36
2,M1823072687,16.26
2,M349281107,84.75
2,M1600850729,6.42
4,M1823072687,30.79
5,M348934600,5.18
3,M1823072687,55.05
3,M1823072687,8.96
2,M1823072687,26.31
2,M1823072687,2.3
5,M1946091778,19.82
3,M1823072687,18.21
3,M840466850,85.74
3,M1416436880,85.74
1,M1823072687,34.94
2,M85975013,19.28
5,M1823072687,3.82
2,M1823072687,28.07
2,M3697346,85.74
3,M3697346,85.74
6,M1823072687,54.51
3,M1823072687,4.91
4,M1823072687,40.5
5,M348934600,34.77
5,M1823072687,44.48
3,M348934600,21.46
3,M348934600,40.37
3,M1823072687,22.02
2,M1823072687,15.38
6,M348934600,32.84
2,M1823072687,6.2
2,M855959430,53.8
3,M1823072687,3.12
4,M1823072687,7.38
1,M1823072687,16.86
2,M1823072687,34.1
2,M1823072687,28.67
1,M1823072687,0.04
2,M348934600,27.85
2,M348934600,13.06
3,M1823072687,49.96
4,M1823072687,18.5
3,M1823072687,33.49
1,M1823072687,10.39
2,M1823072687,4.11
2,M1823072687,12.98
2,M348934600,12.91
4,M1823072687,41.6
1,M348934600,38.99
3,M348934600,3.46
2,M1823072687,33.35
5,M840466850,85.74
4,M1823072687,11.73
4,M348934600,6.55
1,M348934600,64.22
2,M1823072687,22.99
2,M1823072687,48.76
2,M1823072687,0.82
3,M348934600,42.64
4,M1823072687,15.06
2,M209847108,20.98
1,M1823072687,24.18
4,M1823072687,2.44
2,M1823072687,64.39
2,M1823072687,10.48
3,M348934600,31.77
4,M1823072687,18.97
4,M1823072687,12.04
3,M348934600,35.15
2,M1823072687,36.34
2,M348934600,26.27
5,M85975013,8.38
0,M348934600,16.18
3,M348934600,8.93
1,M1823072687,25.63
3,M1946091778,70.39
4,M348934600,39.41
5,M1823072687,13.15
1,M1823072687,8.25
3,M1823072687,0.13
2,M348934600,32.07
2,M348934600,66.28
1,M1823072687,4.01
3,M348934600,42.03
2,M1823072687,21.56
2,M348934600,46.13
2,M1823072687,3.83
2,M85975013,17.25
3,M1823072687,12.97
4,M348934600,26.57
2,M1823072687,37.59
2,M348934600,16.65
4,M85975013,10.6
2,M1823072687,52.49
4,M348934600,50.43
1,M85975013,11.39
2,M1823072687,7.58
4,M1823072687,6.88
4,M348934600,36.56
2,M348934600,36.82
2,M1823072687,2.1
4,M1823072687,61.95
3,M348934600,49.86
2,M1823072687,45.37
6,M348934600,8.77
4,M1823072687,16.62
3,M692898500,29.81
3,M50039827,85.74
4,M1823072687,39.99
3,M1823072687,33.69
4,M1823072687,40.38
3,M1823072687,2.36
4,M1823072687,17.63
5,M1823072687,27.66
1,M348934600,62.73
2,M1823072687,26.83
1,M1823072687,50.45
2,M1823072687,23
5,M1823072687,25.02
4,M348934600,10.98
2,M1823072687,31.95
1,M1823072687,30.6
3,M1823072687,7.04
2,M348934600,27.28
2,M1823072687,30.59
5,M1823072687,18.39
5,M1823072687,1.54
4,M1823072687,22.84
2,M1823072687,72.04
5,M1823072687,8.96
2,M1823072687,5.91
1,M1823072687,15.99
3,M1823072687,9.76
6,M348934600,21.89
3,M348934600,39.9
2,M1823072687,49.35
3,M348934600,19.65
2,M1823072687,0.78
4,M349281107,79.64
2,M348934600,31.74
3,M1823072687,22.87
3,M1823072687,15.67
2,M1823072687,5.93
2,M1823072687,1.33
2,M1823072687,75.39
4,M348934600,16.83
3,M85975013,85.74
1,M1823072687,11.16
2,M1823072687,6.16
5,M1823072687,3.76
3,M1823072687,30.91
2,M1823072687,8.91
2,M348934600,19.28
1,M1823072687,24.45
1,M1823072687,43.78
5,M1823072687,30.81
4,M1823072687,11.43
5,M348934600,22.17
4,M85975013,43.26
3,M348934600,45.12
2,M1823072687,13.96
2,M348934600,2.39
2,M1823072687,3.62
4,M85975013,19.55
3,M1823072687,42.6
4,M1823072687,55.75
2,M1823072687,42.34
2,M1823072687,47.2
3,M1823072687,17.26
1,M348934600,48.16
2,M348934600,41.24
3,M1823072687,31.3
1,M1823072687,43.76
2,M348934600,26.66
3,M348934600,0.75
3,M1823072687,13.4
3,M1823072687,17.53
4,M1823072687,18.94
5,M348934600,8.35
3,M1823072687,18.53
2,M1823072687,11.88
2,M151143676,85.74
4,M1823072687,23.86
5,M1823072687,11.24
2,M1823072687,44.07
3,M1823072687,38.12
6,M1823072687,55.93
5,M1823072687,13.78
6,M1823072687,19.23
1,M1823072687,10.34
3,M348934600,30.99
1,M1823072687,11.65
2,M480139044,85.74
2,M692898500,85.74
2,M348934600,52.2
2,M1823072687,0
2,M348934600,57.44
2,M1823072687,34.88
1,M1823072687,15.82
5,M348934600,5.05
2,M1823072687,19.15
4,M1823072687,10.89
4,M1823072687,48.09
5,M85975013,6.93
2,M1823072687,17.77
4,M348934600,11.35
2,M151143676,29.67
3,M348934600,13.93
3,M1823072687,34.84
5,M348934600,66.55
1,M1823072687,1.13
4,M85975013,41.01
3,M1823072687,48.19
2,M348934600,36
3,M1823072687,29.7
3,M348934600,43.91
6,M1823072687,30.7
5,M1823072687,43.08
3,M1823072687,13.86
4,M348934600,12.67
5,M1823072687,48.25
4,M1823072687,23.34
2,M1823072687,15.94
5,M1823072687,18.51
1,M1823072687,14.78
2,M1823072687,0.74
2,M1053599405,13.58
4,M1823072687,65.26
3,M348934600,26.08
2,M1823072687,36.85
5,M1823072687,19.69
5,M1823072687,45.13
4,M1823072687,16.84
3,M1823072687,0.62
3,M348934600,8.85
3,M1823072687,17.46
3,M348934600,14.41
3,M348934600,23.04
2,M1823072687,2.41
2,M348934600,12.2
4,M348934600,23.15
2,M1823072687,0.95
6,M348934600,30.69
1,M1823072687,10.96
5,M1823072687,29.51
1,M1823072687,56.38
5,M480139044,76.72
4,M480139044,85.74
2,M1823072687,22.32
5,M348934600,7.29
5,M348934600,22.1
6,M1823072687,2.15
2,M1946091778,56.26
2,M348934600,42.16
2,M1823072687,52.03
2,M348934600,30.33
3,M348934600,0.69
4,M85975013,16.57
3,M85975013,21.57
2,M1823072687,47.62
3,M348934600,17.68
6,M1823072687,14.96
2,M1823072687,3.25
2,M348934600,51
4,M1823072687,17.01
3,M348934600,58.89
2,M85975013,31.37
2,M1823072687,14
2,M348934600,35.32
2,M1823072687,13.82
4,M348934600,21.24
3,M1823072687,37.78
3,M348934600,44.7
4,M1946091778,8
1,M348934600,28.55
6,M855959430,34.95
5,M1823072687,49.41
5,M1823072687,44.54
1,M1823072687,40.1
6,M1823072687,16.37
2,M1823072687,47.48
2,M1946091778,30.79
2,M348934600,8.39
2,M1823072687,38.98
3,M348934600,32.98
3,M1823072687,43.55
6,M85975013,26.92
3,M1823072687,55.58
3,M348934600,9.66
3,M1823072687,25.52
2,M1823072687,40.13
4,M1823072687,59.63
4,M348934600,11.73
5,M348934600,3.88
4,M1823072687,17.9
3,M1823072687,54.71
3,M1823072687,18.27
1,M1823072687,31.72
2,M1823072687,2.46
5,M1823072687,1.58
1,M85975013,44.2
4,M1823072687,23.19
3,M1823072687,31.9
3,M348934600,45.78
1,M1823072687,36.13
3,M348934600,36.45
2,M1823072687,43.6
3,M1823072687,29.95
2,M85975013,63.8
5,M1823072687,2.28
4,M85975013,15.97
2,M348934600,47.28
3,M1823072687,45.74
5,M348934600,61.58
4,M1823072687,12.6
5,M1823072687,55.62
2,M348934600,37.49
4,M1823072687,8.43
2,M1823072687,16.25
1,M348934600,34.54
2,M1823072687,47.31
4,M1946091778,85.74
6,M348934600,38.12
4,M85975013,23.79
2,M348934600,0.24
1,M1823072687,0.7
3,M855959430,85.74
2,M348934600,2.47
3,M1823072687,20.03
5,M1823072687,49.41
3,M1823072687,27.01
2,M85975013,85.74
3,M85975013,35.44
2,M1823072687,51.68
1,M1823072687,7.9
2,M85975013,55.21
5,M1823072687,13.62
2,M1823072687,20.36
4,M1823072687,15.04
2,M1823072687,16.19
3,M348934600,8.51
2,M1823072687,4.35
3,M1823072687,31.32
2,M1823072687,8.76
1,M1823072687,39.21
2,M1823072687,2.58
4,M1823072687,19.15
4,M348934600,49.47
3,M1823072687,37.52
2,M348934600,19.15
3,M1823072687,25.83
2,M1823072687,18.27
3,M348934600,52.38
2,M348934600,6.05
2,M348934600,15.68
5,M1823072687,7.82
2,M85975013,68.64
2,M1823072687,34.88
4,M1823072687,10.2
3,M1823072687,1.13
2,M1823072687,39.24
6,M348934600,51.7
4,M1352454843,85.74
4,M348934600,65.34
2,M348934600,35.82
2,M1823072687,34.5
3,M348934600,41.8
4,M1823072687,29.1
4,M348934600,15.14
3,M348934600,31.98
2,M1823072687,16.38
4,M348934600,36.29
1,M1823072687,14.75
2,M1823072687,59.17
4,M1823072687,22.51
3,M1823072687,4.84
6,M1823072687,21.99
1,M348934600,40.97
5,M1823072687,41.04
3,M348934600,17.97
2,M1823072687,61.06
5,M1823072687,8.51
1,M348934600,51.53
2,M1823072687,16.37
3,M1823072687,57.12
3,M348934600,1.5
4,M1823072687,52.01
5,M85975013,52.02
4,M348934600,16.61
2,M209847108,47.51
4,M348934600,30.69
5,M348934600,5.73
5,M1823072687,22.41
2,M1823072687,30.32
4,M348934600,56.02
4,M151143676,21.81
3,M1823072687,10.33
4,M1823072687,11.97
1,M1823072687,44.18
3,M1823072687,8.02
2,M1823072687,10.47
5,M1823072687,20.79
3,M1823072687,82.89
5,M348934600,79.42
3,M1313686961,76.78
3,M677738360,85.74
5,M1823072687,16.2
3,M1823072687,23.13
3,M1823072687,24.57
4,M1823072687,13.27
3,M85975013,7.03
2,M348934600,20.23
1,M1946091778,8.65
2,M1823072687,1.86
6,M1053599405,50.54
6,M1913465890,53.33
3,M1823072687,16.57
4,M1823072687,16.23
2,M348934600,34.43
3,M1823072687,5.86
2,M1823072687,22.31
4,M348934600,8.83
4,M1823072687,40.69
3,M348934600,13.26
5,M1823072687,26.74
4,M1823072687,9.83
3,M348934600,31.51
1,M348934600,39.89
2,M348934600,31.52
1,M348934600,15.96
2,M1823072687,23.4
4,M348934600,9.19
2,M1053599405,85.74
2,M1913465890,85.74
4,M1823072687,6
2,M1823072687,3.83
3,M348934600,12.17
4,M1823072687,49.38
1,M1823072687,1.42
4,M348934600,33.66
4,M1823072687,24.04
3,M348934600,25.75
5,M855959430,8.47
5,M1823072687,54.2
4,M1823072687,40.94
1,M1823072687,8.24
6,M1649169323,36.5
2,M1823072687,34.57
5,M1823072687,12.87
3,M1823072687,49.89
5,M348934600,11.48
2,M348934600,37.62
3,M1823072687,2.3
2,M348934600,14.37
3,M1823072687,38.26
2,M855959430,16.26
2,M1823072687,58.76
1,M1823072687,30.12
5,M348934600,2.87
5,M1823072687,32.85
2,M348934600,28.69
2,M1823072687,40.03
3,M1823072687,10.98
2,M1823072687,33.96
2,M1823072687,50.98
2,M1946091778,23.57
3,M1823072687,21.46
3,M85975013,6.35
2,M1823072687,59.5
4,M348934600,19.33
1,M1823072687,3.61
6,M1823072687,48.1
2,M1823072687,0.56
3,M1823072687,6.91
4,M1823072687,20.29
5,M348934600,24.24
4,M348934600,49.57
2,M348934600,1.77
3,M1823072687,27.71
1,M348934600,14.96
3,M1823072687,25.12
5,M348934600,9.79
3,M348934600,22.29
2,M85975013,33.47
3,M480139044,16.66
3,M480139044,81.18
4,M1823072687,22.69
3,M1823072687,38.66
3,M980657600,85.74
3,M933210764,85.74
3,M1823072687,31.68
1,M1535107174,18.89
2,M1823072687,14.26
3,M85975013,70.8
2,M348934600,0.62
4,M348934600,81.98
2,M1823072687,14.92
6,M1823072687,57.84
4,M1823072687,15.01
0,M1823072687,2.64
3,M348934600,7.15
3,M348934600,24.14
5,M1823072687,17.3
1,M348934600,42.69
3,M1823072687,10.91
1,M85975013,54.61
3,M1823072687,2.13
1,M1823072687,26.5
4,M1823072687,38.44
3,M1823072687,75.8
2,M1823072687,26.56
3,M1823072687,33.07
1,M348934600,2.33
5,M85975013,56.78
2,M348934600,15.92
4,M1823072687,7.2
1,M1823072687,63.16
4,M348934600,13.62
5,M348934600,44.87
4,M855959430,6.58
3,M85975013,11.2
2,M1823072687,26
1,M1823072687,64.22
4,M1053599405,51.89
6,M348934600,21.87
3,M348934600,4.77
1,M348934600,30.9
2,M1823072687,3
4,M348934600,29.74
1,M348934600,12.16
1,M1823072687,21.12
2,M1823072687,26.82
2,M1823072687,26.91
3,M348934600,58.38
2,M348934600,21.27
3,M348934600,10.52
2,M1823072687,4.22
3,M1823072687,26.38
1,M1823072687,13.01
4,M1823072687,24.96
3,M1823072687,9.94
5,M1946091778,85.74
2,M1823072687,11.34
3,M348934600,39.42
3,M348934600,29.36
4,M348934600,42.28
2,M1823072687,8.54
3,M1823072687,49.61
3,M1823072687,13.73
4,M1823072687,27.31
4,M1823072687,14.5
4,M348934600,49.92
2,M348934600,12.76
2,M348934600,5.15
3,M1823072687,19.24
3,M1823072687,2.6
4,M1823072687,28.64
6,M348934600,13.16
5,M1823072687,15.38
3,M1823072687,29.05
4,M151143676,79.24
2,M348934600,29.21
3,M348934600,39.49
3,M348934600,32.9
2,M1823072687,11.12
2,M1823072687,23.4
6,M1823072687,3.55
2,M1823072687,21.85
1,M1823072687,20.12
2,M1823072687,30.1
2,M1823072687,4.27
3,M1823072687,36.2
3,M1823072687,18.98
2,M1823072687,3.97
4,M348934600,1.44
5,M348934600,32.48
4,M348934600,33.67
6,M1823072687,4.21
3,M1823072687,9.14
2,M348934600,33.1
4,M85975013,21.43
1,M1823072687,31.16
3,M85975013,10.17
1,M1823072687,15.25
3,M348934600,14.42
2,M348934600,29.49
3,M1823072687,16.83
4,M1823072687,45.69
4,M348934600,10.45
4,M1823072687,45.15
4,M1823072687,23.55
1,M348934600,15.11
5,M1823072687,25.16
3,M348934600,19.38
6,M348934600,3.56
6,M1823072687,85.74
4,M1823072687,40.64
5,M1823072687,27.52
3,M1823072687,3.35
6,M348934600,15.52
6,M348934600,14.16
3,M348934600,37.2
1,M1823072687,38.76
3,M1823072687,8.8
3,M1823072687,7.1
3,M348934600,27.42
4,M1400236507,85.74
3,M1823072687,1.39
2,M17379832,85.74
2,M17379832,85.74
3,M85975013,13.03
2,M348934600,16.94
2,M209847108,33.95
4,M348934600,19.92
2,M1823072687,0.57
2,M85975013,5.15
2,M1823072687,55.64
4,M85975013,11.64
4,M348934600,23.21
3,M1823072687,61.3
3,M1823072687,42.07
5,M1823072687,34.92
3,M348934600,10.82
0,M1823072687,42.45
2,M348934600,5.74
2,M348934600,12.75
5,M1823072687,49.31
5,M980657600,9.26
2,M980657600,85.74
2,M1823072687,28.52
2,M348934600,20.16
3,M348934600,34.58
2,M1823072687,34.7
6,M85975013,6.67
3,M348934600,18.7
3,M348934600,37.64
2,M1823072687,14.16
3,M1946091778,24.14
3,M348934600,47.62
1,M1823072687,76.37
2,M348934600,19.26
2,M348934600,15.56
4,M1823072687,5.24
2,M85975013,69
2,M348934600,40.86
3,M348934600,37.81
2,M1823072687,41.04
4,M1823072687,44.43
5,M1823072687,30.98
2,M85975013,18.79
3,M1823072687,43.91
2,M1823072687,12.95
2,M1823072687,60.38
4,M348934600,30.34
5,M1823072687,18.7
3,M1823072687,7.75
2,M1823072687,3.14
3,M85975013,9.51
2,M348934600,27.3
2,M85975013,24.25
1,M1823072687,24.27
2,M1823072687,25.79
4,M1823072687,10.62
2,M348934600,25.78
2,M151143676,85.74
4,M85975013,47.89
2,M85975013,9.74
5,M348934600,51.05
4,M1823072687,1.72
2,M348934600,32.13
5,M348934600,26.2
2,M1823072687,6.87
3,M1823072687,15.16
3,M1823072687,4.77
3,M348934600,36.15
5,M1823072687,5.21
2,M1823072687,62.36
2,M348934600,28.36
4,M1823072687,19.34
2,M348934600,4.17
5,M348934600,24.9
4,M1313686961,40.96
4,M677738360,85.74
3,M348934600,40.33
3,M1823072687,14.15
2,M85975013,15.14
3,M1823072687,0.21
3,M1823072687,42.17
3,M348934600,0.74
4,M348934600,11.1
2,M1823072687,18.63
2,M1823072687,48.65
5,M1823072687,5.11
3,M1823072687,22.42
3,M1823072687,8.21
3,M348934600,31.07
2,M1823072687,0.2
2,M348934600,48.1
3,M348934600,85.74
2,M1823072687,72.26
2,M1823072687,11.24
6,M348934600,11.47
2,M151143676,39.98
1,M348934600,22.97
2,M1823072687,35.89
1,M1823072687,11.95
1,M1823072687,30.51
5,M1823072687,18.9
3,M1823072687,43.36
2,M1823072687,37.59
3,M1823072687,58.56
4,M348934600,3.93
2,M1053599405,85.74
3,M1823072687,18.78
3,M1823072687,18.6
1,M1823072687,43.59
2,M348934600,10.47
4,M348934600,8.25
6,M1823072687,24.08
1,M1823072687,9.86
6,M349281107,85.74
3,M1823072687,13.8
2,M1823072687,15.13
4,M348934600,5.68
5,M1823072687,3.06
1,M1823072687,9.38
4,M348934600,11.68
4,M1823072687,41.66
6,M1823072687,8.92
3,M1823072687,49.32
6,M85975013,77.05
4,M209847108,85.53
4,M78078399,33.3
5,M348934600,10.72
1,M348934600,13.6
1,M1823072687,19.97
2,M348934600,19.91
5,M1823072687,8.61
3,M85975013,12.79
5,M348934600,3.79
1,M1823072687,23.22
5,M1823072687,40.55
3,M1823072687,13.34
6,M348934600,33.34
4,M348934600,12.9
5,M1823072687,49.94
3,M1823072687,41.56
4,M855959430,45.78
6,M1823072687,7.48
5,M348934600,26.12
3,M1823072687,31.85
2,M1823072687,40.33
4,M1823072687,26.44
5,M1823072687,2.6
3,M1823072687,29.02
4,M1823072687,32.23
2,M1823072687,71.88
2,M1946091778,65.36
2,M348934600,30.24
4,M1823072687,42.57
6,M1823072687,1.21
2,M1823072687,14.9
2,M1823072687,18.55
4,M85975013,10.12
3,M1823072687,10.19
2,M1823072687,25.27
2,M1823072687,0.22
3,M1823072687,2.55
3,M1823072687,7.25
2,M1823072687,37.38
5,M1823072687,20.36
2,M1823072687,3.32
1,M348934600,36.13
1,M1823072687,13.49
4,M348934600,12.61
3,M1823072687,14.69
3,M1823072687,38.88
4,M348934600,31.51
5,M1823072687,11.7
3,M348934600,21.54
3,M1823072687,19.83
2,M1823072687,12.5
4,M1823072687,22.62
6,M1823072687,7.31
5,M349281107,85.74
5,M1600850729,85.74
5,M1823072687,40.32
1,M348934600,38.47
3,M85975013,14.14
2,M209847108,47.63
2,M78078399,58.32
4,M1823072687,29
3,M348934600,11.41
3,M85975013,38.52
6,M348934600,16.79
4,M1823072687,71.39
2,M348934600,2.66
1,M348934600,80.56
2,M1823072687,11.22
4,M1823072687,45.72
2,M1823072687,20.45
3,M1823072687,33.47
5,M348934600,1.5
4,M348934600,58.03
3,M1823072687,2.29
4,M1823072687,36.47
6,M1823072687,36.89
3,M1823072687,19.49
3,M1823072687,14.64
3,M348934600,33.75
2,M85975013,23.32
3,M348934600,22.55
2,M348934600,33.58
5,M1823072687,26.38
6,M1053599405,70.92
6,M1913465890,85.74
3,M1823072687,24.11
2,M1823072687,33.77
3,M1823072687,31.8
3,M1872033263,3.71
3,M1823072687,51.5
6,M1823072687,31.83
4,M1823072687,8.58
2,M1823072687,2.79
4,M1823072687,13.39
1,M348934600,29.37
4,M348934600,29.11
3,M348934600,33.14
3,M1823072687,2.61
5,M1823072687,15.62
6,M1823072687,3.67
4,M1198415165,85.74
4,M209847108,16.31
4,M78078399,20.27
2,M1823072687,29.64
2,M85975013,7.1
